Station Name,Latitude (deg),Longitude (deg),Elevation (ft),Year,Month,Day,Max Temp (F),Min Temp (F),Rainfall (in),Corn GDD (F),Corn AGDD (F),Delta GDD (5yr)
Harvey,47.730459,-99.91937,1620,2017,8,19,85.676,54.806000000000004,0.0,20.0,1475.0,-54.0
Harvey,47.730459,-99.91937,1620,2017,8,20,76.334,48.38,0.0,13.0,1488.0,-58.0
Harvey,47.730459,-99.91937,1620,2017,8,21,73.994,48.56,0.01,12.0,1500.0,-64.0
Harvey,47.730459,-99.91937,1620,2017,8,22,74.282,43.824,0.0,12.0,1512.0,-70.0
Harvey,47.730459,-99.91937,1620,2017,8,23,82.994,46.76,0.0,16.0,1528.0,-69.0
Harvey,47.730459,-99.91937,1620,2017,8,24,77.36,51.746,0.0,15.0,1543.0,-70.0
Harvey,47.730459,-99.91937,1620,2017,8,25,68.036,54.464,0.0,11.0,1554.0,-72.0
Harvey,47.730459,-99.91937,1620,2017,8,26,77.126,55.111999999999995,0.0,16.0,1570.0,-71.0
Harvey,47.730459,-99.91937,1620,2017,8,27,84.038,48.65,0.0,17.0,1587.0,-71.0
Harvey,47.730459,-99.91937,1620,2017,8,28,86.288,57.416000000000004,0.0,22.0,1609.0,-70.0
Harvey,47.730459,-99.91937,1620,2017,8,29,88.75399999999999,58.226000000000006,0.0,22.0,1631.0,-66.0
Harvey,47.730459,-99.91937,1620,2017,8,30,78.764,53.456,0.0,16.0,1647.0,-67.0
Harvey,47.730459,-99.91937,1620,2017,8,31,82.274,52.556000000000004,0.0,17.0,1664.0,-66.0
Harvey,47.730459,-99.91937,1620,2017,9,1,80.834,56.443999999999996,0.01,19.0,1683.0,-64.0
Harvey,47.730459,-99.91937,1620,2017,9,2,82.83200000000001,50.666000000000004,0.0,17.0,1700.0,-65.0
Harvey,47.730459,-99.91937,1620,2017,9,3,89.978,51.908,0.0,19.0,1719.0,-66.0
Harvey,47.730459,-99.91937,1620,2017,9,4,71.348,48.74,0.0,11.0,1730.0,-69.0
Harvey,47.730459,-99.91937,1620,2017,9,5,65.12,39.141,0.0,8.0,1738.0,-75.0
Harvey,47.730459,-99.91937,1620,2017,9,6,73.31,39.754,0.0,12.0,1750.0,-77.0
Harvey,47.730459,-99.91937,1620,2017,9,7,82.83200000000001,43.24100000000001,0.0,16.0,1766.0,-73.0
Harvey,47.730459,-99.91937,1620,2017,9,8,73.07600000000001,42.48,0.0,12.0,1778.0,-74.0
Harvey,47.730459,-99.91937,1620,2017,9,9,85.44200000000001,47.552,0.0,18.0,1796.0,-66.0
Harvey,47.730459,-99.91937,1620,2017,9,10,87.33200000000001,54.248000000000005,0.0,20.0,1816.0,-58.0
Harvey,47.730459,-99.91937,1620,2017,9,11,82.32799999999999,42.724,0.0,16.0,1832.0,-52.0
Harvey,47.730459,-99.91937,1620,2017,9,12,96.62,58.873999999999995,0.0,22.0,1854.0,-39.0
Harvey,47.730459,-99.91937,1620,2017,9,13,77.486,45.952,0.0,14.0,1868.0,-36.0
Harvey,47.730459,-99.91937,1620,2017,9,14,65.876,46.848,0.0,8.0,1876.0,-37.0
Harvey,47.730459,-99.91937,1620,2017,9,15,50.558,44.62,0.741,0.0,1876.0,-49.0
Harvey,47.730459,-99.91937,1620,2017,9,16,51.763999999999996,41.405,0.08,1.0,1877.0,-57.0
Harvey,47.730459,-99.91937,1620,2017,9,17,62.312,37.265,0.0,6.0,1883.0,-61.0
Harvey,47.730459,-99.91937,1620,2017,9,18,71.186,41.04,0.0,11.0,1894.0,-64.0
Harvey,47.730459,-99.91937,1620,2017,9,19,72.158,46.76,0.14,11.0,1905.0,-65.0
Harvey,47.730459,-99.91937,1620,2017,9,20,69.872,42.872,0.01,10.0,1915.0,-64.0
Harvey,47.730459,-99.91937,1620,2017,9,21,77.52199999999999,49.118,0.0,14.0,1929.0,-61.0
Harvey,47.730459,-99.91937,1620,2017,9,22,54.518,47.426,0.0,2.0,1931.0,-69.0
Harvey,47.730459,-99.91937,1620,2017,9,23,59.071999999999996,46.886,0.3,5.0,1936.0,-74.0
Harvey,47.730459,-99.91937,1620,2017,9,24,50.126000000000005,44.497,0.541,0.0,1936.0,-89.0
Harvey,47.730459,-99.91937,1620,2017,9,25,54.482,41.574,0.0,2.0,1938.0,-99.0
Harvey,47.730459,-99.91937,1620,2017,9,26,56.408,41.196000000000005,0.0,3.0,1941.0,-111.0
Harvey,47.730459,-99.91937,1620,2017,9,27,73.00399999999999,41.59,0.0,12.0,1953.0,-111.0
Harvey,47.730459,-99.91937,1620,2017,9,28,69.512,39.999,0.0,10.0,1963.0,-109.0
Harvey,47.730459,-99.91937,1620,2017,9,29,65.012,32.747,0.0,8.0,1971.0,-112.0
Harvey,47.730459,-99.91937,1620,2017,9,30,71.348,42.854,0.0,11.0,1982.0,-111.0
Hazen,47.302,-101.679,1849,2017,5,15,76.064,35.486999999999995,0.355,,,
Hazen,47.302,-101.679,1849,2017,5,16,66.578,50.144,0.01,8.0,8.0,0.0
Hazen,47.302,-101.679,1849,2017,5,17,60.943999999999996,39.626999999999995,0.0,5.0,13.0,-5.0
Hazen,47.302,-101.679,1849,2017,5,18,58.928000000000004,28.299,0.0,4.0,17.0,-11.0
Hazen,47.302,-101.679,1849,2017,5,19,62.852,29.892,0.0,6.0,23.0,-14.0
Hazen,47.302,-101.679,1849,2017,5,20,65.192,37.031,0.0,8.0,31.0,-15.0
Hazen,47.302,-101.679,1849,2017,5,21,73.868,27.943,0.0,12.0,43.0,-13.0
Hazen,47.302,-101.679,1849,2017,5,22,64.22,36.338,0.0,7.0,50.0,-21.0
Hazen,47.302,-101.679,1849,2017,5,23,69.494,35.073,0.0,10.0,60.0,-24.0
Hazen,47.302,-101.679,1849,2017,5,24,73.202,41.67,0.031,12.0,72.0,-23.0
Hazen,47.302,-101.679,1849,2017,5,25,70.97,50.702,0.052000000000000005,11.0,83.0,-23.0
Hazen,47.302,-101.679,1849,2017,5,26,70.358,45.284,0.0,10.0,93.0,-24.0
Hazen,47.302,-101.679,1849,2017,5,27,77.9,39.018,0.0,14.0,107.0,-22.0
Hazen,47.302,-101.679,1849,2017,5,28,75.218,38.575,0.0,13.0,120.0,-20.0
Hazen,47.302,-101.679,1849,2017,5,29,68.16199999999999,37.24,0.0,9.0,129.0,-23.0
Hazen,47.302,-101.679,1849,2017,5,30,68.648,30.618000000000002,0.0,9.0,138.0,-22.0
Hazen,47.302,-101.679,1849,2017,5,31,75.38,28.781999999999996,0.0,13.0,151.0,-17.0
Hazen,47.302,-101.679,1849,2017,6,1,90.536,49.604,0.0,18.0,169.0,-11.0
Hazen,47.302,-101.679,1849,2017,6,2,91.58,60.44,0.0,23.0,192.0,-1.0
Hazen,47.302,-101.679,1849,2017,6,3,83.64200000000001,46.832,0.0,17.0,209.0,7.0
Hazen,47.302,-101.679,1849,2017,6,4,92.24600000000001,42.922,0.0,18.0,227.0,14.0
Hazen,47.302,-101.679,1849,2017,6,5,92.24600000000001,54.013999999999996,0.0,20.0,247.0,19.0
Hazen,47.302,-101.679,1849,2017,6,6,79.646,52.61,0.0,16.0,263.0,22.0
Hazen,47.302,-101.679,1849,2017,6,7,80.042,43.286,0.0,15.0,278.0,23.0
Hazen,47.302,-101.679,1849,2017,6,8,83.948,45.426,0.0,17.0,295.0,26.0
Hazen,47.302,-101.679,1849,2017,6,9,96.314,57.488,0.0,22.0,317.0,32.0
Hazen,47.302,-101.679,1849,2017,6,10,82.20200000000001,55.49,0.115,19.0,336.0,36.0
Hazen,47.302,-101.679,1849,2017,6,11,80.258,47.102,0.0,15.0,351.0,38.0
Hazen,47.302,-101.679,1849,2017,6,12,81.518,42.004,0.0,16.0,367.0,40.0
Hazen,47.302,-101.679,1849,2017,6,13,74.66,57.001999999999995,0.282,16.0,383.0,42.0
Hazen,47.302,-101.679,1849,2017,6,14,74.48,56.408,0.22899999999999998,15.0,398.0,45.0
Hazen,47.302,-101.679,1849,2017,6,15,79.952,53.6,0.0,17.0,415.0,50.0
Hazen,47.302,-101.679,1849,2017,6,16,78.512,51.008,0.0,15.0,430.0,52.0
Hazen,47.302,-101.679,1849,2017,6,17,71.348,47.174,0.40700000000000003,11.0,441.0,47.0
Hazen,47.302,-101.679,1849,2017,6,18,76.064,49.136,0.0,13.0,454.0,46.0
Hazen,47.302,-101.679,1849,2017,6,19,80.618,45.718,0.0,15.0,469.0,43.0
Hazen,47.302,-101.679,1849,2017,6,20,76.406,43.045,0.0,13.0,482.0,41.0
Hazen,47.302,-101.679,1849,2017,6,21,83.354,53.582,0.0,18.0,500.0,43.0
Hazen,47.302,-101.679,1849,2017,6,22,75.218,50.611999999999995,0.0,13.0,513.0,43.0
Hazen,47.302,-101.679,1849,2017,6,23,67.676,49.19,0.0,9.0,522.0,36.0
Hazen,47.302,-101.679,1849,2017,6,24,68.0,37.944,0.0,9.0,531.0,29.0
Hazen,47.302,-101.679,1849,2017,6,25,73.922,34.407,0.01,12.0,543.0,23.0
Hazen,47.302,-101.679,1849,2017,6,26,80.11399999999999,35.016999999999996,0.0,15.0,558.0,18.0
Hazen,47.302,-101.679,1849,2017,6,27,88.286,60.35,0.0,23.0,581.0,23.0
Hazen,47.302,-101.679,1849,2017,6,28,83.228,54.05,0.0,19.0,600.0,26.0
Hazen,47.302,-101.679,1849,2017,6,29,77.9,50.864,0.355,14.0,614.0,23.0
Hazen,47.302,-101.679,1849,2017,6,30,73.07600000000001,45.415,0.0,12.0,626.0,19.0
Hazen,47.302,-101.679,1849,2017,7,1,81.896,55.22,0.0,19.0,645.0,23.0
Hazen,47.302,-101.679,1849,2017,7,2,82.742,48.70399999999999,0.0,16.0,661.0,21.0
Hazen,47.302,-101.679,1849,2017,7,3,96.26,61.501999999999995,0.0,24.0,685.0,26.0
Hazen,47.302,-101.679,1849,2017,7,4,99.05,64.346,0.0,25.0,710.0,30.0
Hazen,47.302,-101.679,1849,2017,7,5,101.96600000000001,61.34,0.0,24.0,734.0,35.0
Hazen,47.302,-101.679,1849,2017,7,6,87.854,56.57,0.0,21.0,755.0,39.0
Hazen,47.302,-101.679,1849,2017,7,7,87.98,50.378,0.0,18.0,773.0,41.0
Hazen,47.302,-101.679,1849,2017,7,8,95.936,49.316,0.0,18.0,791.0,42.0
Hazen,47.302,-101.679,1849,2017,7,9,89.07799999999999,58.748000000000005,0.0,22.0,813.0,46.0
Hazen,47.302,-101.679,1849,2017,7,10,91.04,52.592,0.01,19.0,832.0,45.0
Hazen,47.302,-101.679,1849,2017,7,11,91.94,62.708,0.0,24.0,856.0,46.0
Hazen,47.302,-101.679,1849,2017,7,12,77.648,52.736000000000004,0.0,15.0,871.0,40.0
Hazen,47.302,-101.679,1849,2017,7,13,82.56200000000001,44.895,0.0,16.0,887.0,37.0
Hazen,47.302,-101.679,1849,2017,7,14,104.34200000000001,57.794,0.01,22.0,909.0,43.0
Hazen,47.302,-101.679,1849,2017,7,15,85.478,53.744,0.0,20.0,929.0,43.0
Hazen,47.302,-101.679,1849,2017,7,16,100.814,56.588,0.0,21.0,950.0,45.0
Hazen,47.302,-101.679,1849,2017,7,17,89.384,62.762,0.0,24.0,974.0,51.0
Hazen,47.302,-101.679,1849,2017,7,18,88.10600000000001,49.442,0.0,18.0,992.0,48.0
Hazen,47.302,-101.679,1849,2017,7,19,90.302,63.068000000000005,0.083,25.0,1017.0,51.0
Hazen,47.302,-101.679,1849,2017,7,20,96.89,55.111999999999995,0.083,21.0,1038.0,52.0
Hazen,47.302,-101.679,1849,2017,7,21,93.57799999999999,57.974,0.021,22.0,1060.0,53.0
Hazen,47.302,-101.679,1849,2017,7,22,83.948,52.034,0.0,18.0,1078.0,50.0
Hazen,47.302,-101.679,1849,2017,7,23,88.844,46.236000000000004,0.0,18.0,1096.0,47.0
Hazen,47.302,-101.679,1849,2017,7,24,95.97200000000001,66.488,0.0,26.0,1122.0,53.0
Hazen,47.302,-101.679,1849,2017,7,25,87.008,63.553999999999995,0.0,25.0,1147.0,59.0
Hazen,47.302,-101.679,1849,2017,7,26,86.86399999999999,56.873000000000005,0.02,21.0,1168.0,65.0
Hazen,47.302,-101.679,1849,2017,7,27,75.146,61.52,0.26,18.0,1186.0,67.0
Hazen,47.302,-101.679,1849,2017,7,28,87.926,62.528,0.0,24.0,1210.0,75.0
Hazen,47.302,-101.679,1849,2017,7,29,91.274,58.946000000000005,0.3,22.0,1232.0,79.0
Hazen,47.302,-101.679,1849,2017,7,30,90.914,56.588,0.0,21.0,1253.0,82.0
Hazen,47.302,-101.679,1849,2017,7,31,95.414,62.51,0.0,24.0,1277.0,86.0
Hazen,47.302,-101.679,1849,2017,8,1,83.912,52.268,0.0,18.0,1295.0,85.0
Hazen,47.302,-101.679,1849,2017,8,2,67.49600000000001,55.562,1.041,12.0,1307.0,80.0
Hazen,47.302,-101.679,1849,2017,8,3,73.72399999999999,50.18,0.0,12.0,1319.0,74.0
Hazen,47.302,-101.679,1849,2017,8,4,78.26,46.083,0.0,14.0,1333.0,73.0
Hazen,47.302,-101.679,1849,2017,8,5,70.05199999999999,55.724,0.38,13.0,1346.0,68.0
Hazen,47.302,-101.679,1849,2017,8,6,70.862,49.748000000000005,0.15,10.0,1356.0,62.0
Hazen,47.302,-101.679,1849,2017,8,7,80.92399999999999,44.88399999999999,0.0,15.0,1371.0,58.0
Hazen,47.302,-101.679,1849,2017,8,8,83.084,49.244,0.0,17.0,1388.0,56.0
Hazen,47.302,-101.679,1849,2017,8,9,71.834,52.79,0.17,12.0,1400.0,51.0
Hazen,47.302,-101.679,1849,2017,8,10,76.298,50.702,0.0,14.0,1414.0,48.0
Hazen,47.302,-101.679,1849,2017,8,11,79.25,47.138000000000005,0.0,15.0,1429.0,46.0
Hazen,47.302,-101.679,1849,2017,8,12,74.408,56.066,3.042,15.0,1444.0,43.0
Hazen,47.302,-101.679,1849,2017,8,13,75.61399999999999,50.0,0.0,13.0,1457.0,37.0
Hazen,47.302,-101.679,1849,2017,8,14,76.046,43.9,0.0,13.0,1470.0,30.0
Hazen,47.302,-101.679,1849,2017,8,15,65.22800000000001,57.146,0.43,11.0,1481.0,22.0
Hazen,47.302,-101.679,1849,2017,8,16,79.16,53.54600000000001,0.0,16.0,1497.0,22.0
Hazen,47.302,-101.679,1849,2017,8,17,86.91799999999999,49.586000000000006,0.0,18.0,1515.0,21.0
Hazen,47.302,-101.679,1849,2017,8,18,80.96,51.11600000000001,0.0,16.0,1531.0,21.0
Hazen,47.302,-101.679,1849,2017,8,19,88.7,56.408,0.0,21.0,1552.0,27.0
Hazen,47.302,-101.679,1849,2017,8,20,73.472,45.483999999999995,0.0,12.0,1564.0,22.0
Hazen,47.302,-101.679,1849,2017,8,21,73.94,44.2,0.06,12.0,1576.0,15.0
Hazen,47.302,-101.679,1849,2017,8,22,76.604,37.875,0.0,13.0,1589.0,10.0
Hazen,47.302,-101.679,1849,2017,8,23,83.49799999999999,42.588,0.0,17.0,1606.0,12.0
Hazen,47.302,-101.679,1849,2017,8,24,81.122,53.258,0.0,17.0,1623.0,12.0
Hazen,47.302,-101.679,1849,2017,8,25,68.666,51.926,0.0,10.0,1633.0,8.0
Hazen,47.302,-101.679,1849,2017,8,26,76.55,45.42100000000001,0.0,13.0,1646.0,5.0
Hazen,47.302,-101.679,1849,2017,8,27,84.00200000000001,47.948,0.0,17.0,1663.0,3.0
Hazen,47.302,-101.679,1849,2017,8,28,87.512,47.3,0.0,18.0,1681.0,0.0
Hazen,47.302,-101.679,1849,2017,8,29,89.042,46.706,0.0,18.0,1699.0,0.0
Hazen,47.302,-101.679,1849,2017,8,30,79.16,55.04,0.0,17.0,1716.0,0.0
Hazen,47.302,-101.679,1849,2017,8,31,85.802,54.698,0.0,20.0,1736.0,3.0
Hazen,47.302,-101.679,1849,2017,9,1,79.592,50.828,0.1,15.0,1751.0,1.0
Hazen,47.302,-101.679,1849,2017,9,2,83.75,43.275,0.0,17.0,1768.0,-1.0
Hazen,47.302,-101.679,1849,2017,9,3,87.17,47.93,0.0,18.0,1786.0,-4.0
Hazen,47.302,-101.679,1849,2017,9,4,71.312,46.688,0.0,11.0,1797.0,-9.0
Hazen,47.302,-101.679,1849,2017,9,5,68.50399999999999,38.343,0.0,9.0,1806.0,-14.0
Hazen,47.302,-101.679,1849,2017,9,6,76.514,34.41,0.0,13.0,1819.0,-17.0
Hazen,47.302,-101.679,1849,2017,9,7,84.09200000000001,36.662,0.0,17.0,1836.0,-13.0
Hazen,47.302,-101.679,1849,2017,9,8,74.22800000000001,45.835,0.0,12.0,1848.0,-15.0
Hazen,47.302,-101.679,1849,2017,9,9,85.964,52.592,0.0,19.0,1867.0,-8.0
Hazen,47.302,-101.679,1849,2017,9,10,86.486,51.242,0.0,19.0,1886.0,-1.0
Hazen,47.302,-101.679,1849,2017,9,11,81.896,42.989,0.0,16.0,1902.0,4.0
Hazen,47.302,-101.679,1849,2017,9,12,95.82799999999999,47.336000000000006,0.0,18.0,1920.0,12.0
Hazen,47.302,-101.679,1849,2017,9,13,77.324,40.314,0.0,14.0,1934.0,14.0
Hazen,47.302,-101.679,1849,2017,9,14,64.94,50.611999999999995,0.0,8.0,1942.0,10.0
Hazen,47.302,-101.679,1849,2017,9,15,52.286,43.007,0.6409999999999999,1.0,1943.0,-1.0
Hazen,47.302,-101.679,1849,2017,9,16,48.181999999999995,41.911,0.13,0.0,1943.0,-11.0
Hazen,47.302,-101.679,1849,2017,9,17,62.456,33.298,0.0,6.0,1949.0,-16.0
Hazen,47.302,-101.679,1849,2017,9,18,72.28399999999999,33.982,0.0,11.0,1960.0,-20.0
Hazen,47.302,-101.679,1849,2017,9,19,69.72800000000001,47.443999999999996,0.06,10.0,1970.0,-22.0
Hazen,47.302,-101.679,1849,2017,9,20,69.35,38.514,0.0,10.0,1980.0,-24.0
Hazen,47.302,-101.679,1849,2017,9,21,71.47399999999999,46.162,0.0,11.0,1991.0,-25.0
Hazen,47.302,-101.679,1849,2017,9,22,54.68,46.652,0.0,2.0,1993.0,-34.0
Hazen,47.302,-101.679,1849,2017,9,23,53.42,43.815,0.15,2.0,1995.0,-42.0
Hazen,47.302,-101.679,1849,2017,9,24,51.494,41.545,0.17,1.0,1996.0,-56.0
Hazen,47.302,-101.679,1849,2017,9,25,52.214,45.123999999999995,0.0,1.0,1997.0,-69.0
Hazen,47.302,-101.679,1849,2017,9,26,55.526,39.663000000000004,0.01,3.0,2000.0,-81.0
Hazen,47.302,-101.679,1849,2017,9,27,73.958,37.121,0.0,12.0,2012.0,-81.0
Hazen,47.302,-101.679,1849,2017,9,28,69.098,38.086,0.0,10.0,2022.0,-81.0
Hazen,47.302,-101.679,1849,2017,9,29,66.218,36.141999999999996,0.0,8.0,2030.0,-84.0
Hazen,47.302,-101.679,1849,2017,9,30,76.298,46.903999999999996,0.0,13.0,2043.0,-82.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,15,72.64399999999999,48.65,0.07,,,
Hettinger,46.011,-102.64299999999999,2758,2017,5,16,61.681999999999995,47.732,0.14,6.0,6.0,-3.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,17,59.036,43.012,0.0,5.0,11.0,-9.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,18,57.236000000000004,31.428,0.0,4.0,15.0,-15.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,19,54.788000000000004,38.347,0.0,2.0,17.0,-20.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,20,63.86,35.616,0.0,7.0,24.0,-20.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,21,70.952,29.816999999999997,0.03,10.0,34.0,-19.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,22,64.652,45.223,0.0,7.0,41.0,-25.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,23,66.596,32.398,0.0,8.0,49.0,-28.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,24,73.922,42.172,0.01,12.0,61.0,-26.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,25,72.176,41.946999999999996,0.0,11.0,72.0,-24.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,26,69.332,42.165,0.0,10.0,82.0,-24.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,27,76.13600000000001,37.765,0.01,13.0,95.0,-22.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,28,75.758,42.114,0.05,13.0,108.0,-20.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,29,67.676,34.606,0.0,9.0,117.0,-23.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,30,70.196,32.117,0.0,10.0,127.0,-19.0
Hettinger,46.011,-102.64299999999999,2758,2017,5,31,77.54,34.084,0.0,14.0,141.0,-12.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,1,91.07600000000001,53.492,0.0,20.0,161.0,-2.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,2,89.06,54.59,0.0,20.0,181.0,5.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,3,86.054,50.45,0.0,18.0,199.0,12.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,4,92.17399999999999,45.784,0.0,18.0,217.0,20.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,5,93.398,57.578,0.07,22.0,239.0,27.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,6,78.404,51.638000000000005,0.0,15.0,254.0,29.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,7,83.48,41.738,0.0,17.0,271.0,33.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,8,86.97200000000001,53.42,0.0,20.0,291.0,40.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,9,94.08200000000001,60.368,0.0,23.0,314.0,47.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,10,83.17399999999999,57.056000000000004,0.03,20.0,334.0,53.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,11,80.672,48.254,0.01,15.0,349.0,56.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,12,84.09200000000001,49.748000000000005,0.13,17.0,366.0,59.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,13,85.316,56.083999999999996,0.03,21.0,387.0,64.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,14,77.288,49.082,0.0,14.0,401.0,65.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,15,85.44200000000001,45.513999999999996,0.0,18.0,419.0,71.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,16,80.294,51.602,0.05,16.0,435.0,73.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,17,71.834,46.015,0.0,11.0,446.0,67.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,18,76.37,41.715,0.02,13.0,459.0,66.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,19,82.742,45.68899999999999,0.0,16.0,475.0,64.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,20,82.742,43.747,0.0,16.0,491.0,65.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,21,89.546,53.38399999999999,0.0,20.0,511.0,68.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,22,79.322,49.891999999999996,0.0,15.0,526.0,70.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,23,68.558,42.769,0.0,9.0,535.0,64.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,24,70.25,40.582,0.0,10.0,545.0,55.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,25,77.36,35.55,0.0,14.0,559.0,52.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,26,81.77,43.318000000000005,0.0,16.0,575.0,49.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,27,93.57799999999999,57.992,0.0,22.0,597.0,52.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,28,84.47,58.964,0.0,22.0,619.0,58.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,29,74.048,53.51,0.0,14.0,633.0,54.0
Hettinger,46.011,-102.64299999999999,2758,2017,6,30,75.632,46.353,0.0,13.0,646.0,50.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,1,92.04799999999999,49.64,0.0,18.0,664.0,52.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,2,89.546,53.708,0.0,20.0,684.0,53.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,3,94.85600000000001,56.263999999999996,0.0,21.0,705.0,54.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,4,97.448,58.586000000000006,0.0,22.0,727.0,54.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,5,103.55,55.778,0.0,21.0,748.0,55.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,6,91.256,63.391999999999996,0.0,25.0,773.0,63.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,7,93.77600000000001,50.918,0.0,18.0,791.0,65.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,8,95.86399999999999,61.268,0.0,24.0,815.0,72.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,9,101.12,67.766,0.0,27.0,842.0,80.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,10,93.77600000000001,60.548,0.0,23.0,865.0,82.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,11,94.74799999999999,63.14,0.0,25.0,890.0,84.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,12,81.77,51.8,0.0,17.0,907.0,80.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,13,88.016,53.276,0.0,20.0,927.0,81.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,14,102.09200000000001,61.394,0.0,24.0,951.0,89.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,15,91.508,64.166,0.0,25.0,976.0,94.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,16,101.012,62.096000000000004,0.0,24.0,1000.0,98.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,17,98.186,60.476000000000006,0.8009999999999999,23.0,1023.0,101.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,18,87.89,58.316,0.31,22.0,1045.0,102.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,19,87.656,61.088,0.0,24.0,1069.0,104.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,20,99.23,63.553999999999995,0.34,25.0,1094.0,108.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,21,93.596,60.29600000000001,0.0,23.0,1117.0,107.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,22,89.11399999999999,54.104,0.0,20.0,1137.0,106.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,23,92.678,51.26,0.0,19.0,1156.0,103.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,24,96.098,67.658,0.0,27.0,1183.0,109.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,25,84.398,63.644,0.04,24.0,1207.0,113.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,26,90.95,58.711999999999996,0.0,22.0,1229.0,118.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,27,90.28399999999999,57.92,0.0,22.0,1251.0,124.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,28,89.79799999999999,59.18,0.0,23.0,1274.0,132.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,29,94.334,62.222,0.1,24.0,1298.0,137.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,30,92.426,60.26,0.0,23.0,1321.0,143.0
Hettinger,46.011,-102.64299999999999,2758,2017,7,31,97.82600000000001,61.538000000000004,0.09,24.0,1345.0,146.0
Hettinger,46.011,-102.64299999999999,2758,2017,8,1,88.62799999999999,61.483999999999995,0.04,24.0,1369.0,149.0
Hettinger,46.011,-102.64299999999999,2758,2017,8,2,74.102,51.782,0.0,13.0,1382.0,144.0
Hettinger,46.011,-102.64299999999999,2758,2017,8,3,72.032,48.65,0.0,11.0,1393.0,139.0
